	PID	AGE	Y	CENSORED	SAT	VILLAGE_PAIR
2516	4096	13	0	1	0	29.0
2517	4096	14	0	1	0	29.0
2518	4096	15	0	1	0	29.0
2519	4096	16	0	1	0	29.0
2520	4096	17	0	1	0	29.0
2521	4096	18	0	1	0	29.0
2522	4096	19	0	1	0	29.0
2523	4102	12	0	0	1	55.0
2524	4102	13	0	0	1	55.0
2525	4102	14	0	0	1	55.0
2526	4102	15	1	0	1	55.0
2527	4104	13	0	1	1	55.0
2528	4104	14	0	1	1	55.0
2529	4104	15	0	1	1	55.0
2530	4104	16	0	1	1	55.0
2531	4104	17	0	1	1	55.0
2532	4104	18	0	1	1	55.0
2533	4104	19	0	1	1	55.0
2534	4104	20	0	1	1	55.0
2535	4105	15	0	0	1	55.0
2536	4105	16	0	0	1	55.0
2537	4105	17	1	0	1	55.0
2538	4106	12	0	0	1	55.0
2539	4106	13	0	0	1	55.0
2540	4106	14	0	0	1	55.0
2541	4106	15	0	0	1	55.0
2542	4106	16	0	0	1	55.0
2543	4106	17	0	0	1	55.0
2544	4106	18	1	0	1	55.0
2545	4108	13	0	0	1	55.0
2546	4108	14	0	0	1	55.0
2547	4108	15	0	0	1	55.0
2548	4108	16	0	0	1	55.0
2549	4108	17	0	0	1	55.0
2550	4108	18	0	0	1	55.0
2551	4108	19	1	0	1	55.0
2552	4109	13	0	1	1	55.0
2553	4109	14	0	1	1	55.0
2554	4109	15	0	1	1	55.0
2555	4109	16	0	1	1	55.0
2556	4109	17	0	1	1	55.0
2557	4109	18	0	1	1	55.0
2558	4109	19	0	1	1	55.0
2559	4109	20	0	1	1	55.0
2560	4110	14	0	1	1	55.0
2561	4110	15	0	1	1	55.0
2562	4110	16	0	1	1	55.0
2563	4110	17	0	1	1	55.0
2564	4110	18	0	1	1	55.0
2565	4110	19	0	1	1	55.0
2566	4110	20	0	1	1	55.0
2567	4110	21	0	1	1	55.0
2568	4111	12	0	1	1	55.0
2569	4111	13	0	1	1	55.0
2570	4111	14	0	1	1	55.0
2571	4111	15	0	1	1	55.0
2572	4111	16	0	1	1	55.0
2573	4111	17	0	1	1	55.0
2574	4111	18	0	1	1	55.0
2575	4111	19	0	1	1	55.0
2576	4120	12	0	1	0	10.0
2577	4120	13	0	1	0	10.0
2578	4120	14	0	1	0	10.0
2579	4120	15	0	1	0	10.0
2580	4120	16	0	1	0	10.0
2581	4120	17	0	1	0	10.0
2582	4120	18	0	1	0	10.0
2583	4120	19	0	1	0	10.0
2584	4122	12	0	0	0	10.0
2585	4122	13	0	0	0	10.0
2586	4122	14	0	0	0	10.0
2587	4122	15	0	0	0	10.0
2588	4122	16	0	0	0	10.0
2589	4122	17	0	0	0	10.0
2590	4122	18	1	0	0	10.0
2591	4124	13	0	0	0	10.0
2592	4124	14	0	0	0	10.0
2593	4124	15	0	0	0	10.0
2594	4124	16	0	0	0	10.0
2595	4124	17	0	0	0	10.0
2596	4124	18	0	0	0	10.0
2597	4124	19	1	0	0	10.0
2598	4130	12	0	0	1	49.0
2599	4130	13	0	0	1	49.0
2600	4130	14	0	0	1	49.0
2601	4130	15	0	0	1	49.0
2602	4130	16	0	0	1	49.0
2603	4130	17	0	0	1	49.0
2604	4130	18	1	0	1	49.0
2605	4131	13	0	1	1	49.0
2606	4131	14	0	1	1	49.0
2607	4131	15	0	1	1	49.0
2608	4131	16	0	1	1	49.0
2609	4131	17	0	1	1	49.0
2610	4131	18	0	1	1	49.0
2611	4131	19	0	1	1	49.0
2612	4131	20	0	1	1	49.0
2613	4132	13	0	0	1	49.0
2614	4132	14	0	0	1	49.0
2615	4132	15	0	0	1	49.0
2616	4132	16	1	0	1	49.0
2617	4134	13	0	0	1	49.0
2618	4134	14	0	0	1	49.0
2619	4134	15	0	0	1	49.0
2620	4134	16	1	0	1	49.0
2621	4138	13	0	1	1	49.0
2622	4138	14	0	1	1	49.0
2623	4138	15	0	1	1	49.0
2624	4138	16	0	1	1	49.0
2625	4138	17	0	1	1	49.0
2626	4138	18	0	1	1	49.0
2627	4138	19	0	1	1	49.0
2628	4138	20	0	1	1	49.0
2629	4140	12	0	1	1	49.0
2630	4140	13	0	1	1	49.0
2631	4140	14	0	1	1	49.0
2632	4140	15	0	1	1	49.0
2633	4140	16	0	1	1	49.0
2634	4140	17	0	1	1	49.0
2635	4140	18	0	1	1	49.0
2636	4140	19	0	1	1	49.0
2637	4140	20	0	1	1	49.0
2638	4146	12	0	1	0	55.0
2639	4146	13	0	1	0	55.0
2640	4146	14	0	1	0	55.0
2641	4146	15	0	1	0	55.0
2642	4146	16	0	1	0	55.0
2643	4146	17	0	1	0	55.0
2644	4146	18	0	1	0	55.0
2645	4146	19	0	1	0	55.0
2646	4149	12	0	0	0	55.0
2647	4149	13	0	0	0	55.0
2648	4149	14	0	0	0	55.0
2649	4149	15	0	0	0	55.0
2650	4149	16	1	0	0	55.0
2651	4151	13	0	0	0	55.0
2652	4151	14	0	0	0	55.0
2653	4151	15	0	0	0	55.0
2654	4151	16	0	0	0	55.0
2655	4151	17	1	0	0	55.0
2656	4153	13	0	1	0	55.0
2657	4153	14	0	1	0	55.0
2658	4153	15	0	1	0	55.0
2659	4153	16	0	1	0	55.0
2660	4153	17	0	1	0	55.0
2661	4153	18	0	1	0	55.0
2662	4153	19	0	1	0	55.0
2663	4153	20	0	1	0	55.0
2664	4154	12	0	1	0	55.0
2665	4154	13	0	1	0	55.0
2666	4154	14	0	1	0	55.0
2667	4154	15	0	1	0	55.0
2668	4154	16	0	1	0	55.0
2669	4154	17	0	1	0	55.0
2670	4154	18	0	1	0	55.0
2671	4154	19	0	1	0	55.0
2672	4154	20	0	1	0	55.0
2673	4156	13	0	0	0	55.0
2674	4156	14	0	0	0	55.0
2675	4156	15	0	0	0	55.0
2676	4156	16	0	0	0	55.0
2677	4156	17	0	0	0	55.0
2678	4156	18	1	0	0	55.0
2679	4157	13	0	1	0	55.0
2680	4157	14	0	1	0	55.0
2681	4157	15	0	1	0	55.0
2682	4157	16	0	1	0	55.0
2683	4157	17	0	1	0	55.0
2684	4157	18	0	1	0	55.0
2685	4157	19	0	1	0	55.0
2686	4157	20	0	1	0	55.0
2687	4158	14	0	1	0	55.0
2688	4158	15	0	1	0	55.0
2689	4158	16	0	1	0	55.0
2690	4158	17	0	1	0	55.0
2691	4158	18	0	1	0	55.0
2692	4158	19	0	1	0	55.0
2693	4158	20	0	1	0	55.0
2694	4158	21	0	1	0	55.0
2695	4159	12	0	1	0	55.0
2696	4159	13	0	1	0	55.0
2697	4159	14	0	1	0	55.0
2698	4159	15	0	1	0	55.0
2699	4159	16	0	1	0	55.0
2700	4159	17	0	1	0	55.0
2701	4159	18	0	1	0	55.0
2702	4159	19	0	1	0	55.0
2703	4160	13	0	1	0	55.0
2704	4160	14	0	1	0	55.0
2705	4160	15	0	1	0	55.0
2706	4160	16	0	1	0	55.0
2707	4160	17	0	1	0	55.0
2708	4160	18	0	1	0	55.0
2709	4160	19	0	1	0	55.0
2710	4160	20	0	1	0	55.0
2711	4161	12	0	1	0	55.0
2712	4161	13	0	1	0	55.0
2713	4161	14	0	1	0	55.0
2714	4161	15	0	1	0	55.0
2715	4161	16	0	1	0	55.0
2716	4161	17	0	1	0	55.0
2717	4161	18	0	1	0	55.0
2718	4161	19	0	1	0	55.0
2719	4162	13	0	1	0	45.0
2720	4162	14	0	1	0	45.0
2721	4162	15	0	1	0	45.0
2722	4162	16	0	1	0	45.0
2723	4162	17	0	1	0	45.0
2724	4162	18	0	1	0	45.0
2725	4162	19	0	1	0	45.0
2726	4162	20	0	1	0	45.0
2727	4162	21	0	1	0	45.0
2728	4163	13	0	1	0	45.0
2729	4163	14	0	1	0	45.0
2730	4163	15	0	1	0	45.0
2731	4163	16	0	1	0	45.0
2732	4163	17	0	1	0	45.0
2733	4163	18	0	1	0	45.0
2734	4163	19	0	1	0	45.0
2735	4163	20	0	1	0	45.0
2736	4164	12	0	1	0	45.0
2737	4164	13	0	1	0	45.0
2738	4164	14	0	1	0	45.0
2739	4164	15	0	1	0	45.0
2740	4164	16	0	1	0	45.0
2741	4164	17	0	1	0	45.0
2742	4164	18	0	1	0	45.0
2743	4164	19	0	1	0	45.0
2744	4166	12	0	0	0	45.0
2745	4166	13	1	0	0	45.0
2746	4167	13	0	1	0	45.0
2747	4167	14	0	1	0	45.0
2748	4167	15	0	1	0	45.0
2749	4167	16	0	1	0	45.0
2750	4167	17	0	1	0	45.0
2751	4167	18	0	1	0	45.0
2752	4167	19	0	1	0	45.0
2753	4167	20	0	1	0	45.0
2754	4168	13	0	1	0	45.0
2755	4168	14	0	1	0	45.0
2756	4168	15	0	1	0	45.0
2757	4168	16	0	1	0	45.0
2758	4168	17	0	1	0	45.0
2759	4168	18	0	1	0	45.0
2760	4168	19	0	1	0	45.0
2761	4168	20	0	1	0	45.0
2762	4170	12	0	1	0	45.0
2763	4170	13	0	1	0	45.0
2764	4170	14	0	1	0	45.0
2765	4170	15	0	1	0	45.0
2766	4170	16	0	1	0	45.0
2767	4170	17	0	1	0	45.0
2768	4170	18	0	1	0	45.0
2769	4170	19	0	1	0	45.0
2770	4170	20	0	1	0	45.0
2771	4175	12	0	0	0	45.0
2772	4175	13	1	0	0	45.0
2773	4177	13	0	1	0	45.0
2774	4177	14	0	1	0	45.0
2775	4177	15	0	1	0	45.0
2776	4177	16	0	1	0	45.0
2777	4177	17	0	1	0	45.0
2778	4177	18	0	1	0	45.0
2779	4177	19	0	1	0	45.0
2780	4177	20	0	1	0	45.0
2781	4194	14	0	0	0	27.0
2782	4194	15	0	0	0	27.0
2783	4194	16	0	0	0	27.0
2784	4194	17	0	0	0	27.0
2785	4194	18	1	0	0	27.0
2786	4195	14	0	0	0	27.0
2787	4195	15	0	0	0	27.0
2788	4195	16	0	0	0	27.0
2789	4195	17	1	0	0	27.0
2790	4196	12	0	1	0	27.0
2791	4196	13	0	1	0	27.0
2792	4196	14	0	1	0	27.0
2793	4196	15	0	1	0	27.0
2794	4196	16	0	1	0	27.0
2795	4196	17	0	1	0	27.0
2796	4196	18	0	1	0	27.0
2797	4196	19	0	1	0	27.0
2798	4197	14	0	0	0	27.0
2799	4197	15	0	0	0	27.0
2800	4197	16	0	0	0	27.0
2801	4197	17	0	0	0	27.0
2802	4197	18	1	0	0	27.0
2803	4199	12	0	0	0	27.0
2804	4199	13	0	0	0	27.0
2805	4199	14	0	0	0	27.0
2806	4199	15	0	0	0	27.0
2807	4199	16	0	0	0	27.0
2808	4199	17	0	0	0	27.0
2809	4199	18	1	0	0	27.0
2810	4200	12	0	1	0	27.0
2811	4200	13	0	1	0	27.0
2812	4200	14	0	1	0	27.0
2813	4200	15	0	1	0	27.0
2814	4200	16	0	1	0	27.0
2815	4200	17	0	1	0	27.0
2816	4200	18	0	1	0	27.0
2817	4200	19	0	1	0	27.0
2818	4201	13	0	0	0	27.0
2819	4201	14	0	0	0	27.0
2820	4201	15	0	0	0	27.0
2821	4201	16	0	0	0	27.0
2822	4201	17	0	0	0	27.0
2823	4201	18	0	0	0	27.0
2824	4201	19	1	0	0	27.0
2825	4202	13	0	1	0	27.0
2826	4202	14	0	1	0	27.0
2827	4202	15	0	1	0	27.0
2828	4202	16	0	1	0	27.0
2829	4202	17	0	1	0	27.0
2830	4202	18	0	1	0	27.0
2831	4202	19	0	1	0	27.0
2832	4202	20	0	1	0	27.0
2833	4203	13	0	1	0	27.0
2834	4203	14	0	1	0	27.0
2835	4203	15	0	1	0	27.0
2836	4203	16	0	1	0	27.0
2837	4203	17	0	1	0	27.0
2838	4203	18	0	1	0	27.0
2839	4203	19	0	1	0	27.0
2840	4203	20	0	1	0	27.0
2841	4203	21	0	1	0	27.0
2842	4204	12	0	1	0	27.0
2843	4204	13	0	1	0	27.0
2844	4204	14	0	1	0	27.0
2845	4204	15	0	1	0	27.0
2846	4204	16	0	1	0	27.0
2847	4204	17	0	1	0	27.0
2848	4204	18	0	1	0	27.0
2849	4204	19	0	1	0	27.0
2850	4205	12	0	1	0	27.0
2851	4205	13	0	1	0	27.0
2852	4205	14	0	1	0	27.0
2853	4205	15	0	1	0	27.0
2854	4205	16	0	1	0	27.0
2855	4205	17	0	1	0	27.0
2856	4205	18	0	1	0	27.0
2857	4205	19	0	1	0	27.0
2858	4206	12	0	1	0	27.0
2859	4206	13	0	1	0	27.0
2860	4206	14	0	1	0	27.0
2861	4206	15	0	1	0	27.0
2862	4206	16	0	1	0	27.0
2863	4206	17	0	1	0	27.0
2864	4206	18	0	1	0	27.0
2865	4206	19	0	1	0	27.0
2866	4208	13	0	1	0	27.0
2867	4208	14	0	1	0	27.0
2868	4208	15	0	1	0	27.0
2869	4208	16	0	1	0	27.0
2870	4208	17	0	1	0	27.0
2871	4208	18	0	1	0	27.0
2872	4208	19	0	1	0	27.0
2873	4208	20	0	1	0	27.0
2874	4208	21	0	1	0	27.0
2875	4212	13	1	0	0	40.0
2876	4213	13	0	0	0	40.0
2877	4213	14	1	0	0	40.0
2878	4214	16	0	0	0	40.0
2879	4214	17	0	0	0	40.0
2880	4214	18	0	0	0	40.0
2881	4214	19	1	0	0	40.0
2882	4215	12	0	1	0	40.0
2883	4215	13	0	1	0	40.0
2884	4215	14	0	1	0	40.0
2885	4215	15	0	1	0	40.0
2886	4215	16	0	1	0	40.0
2887	4215	17	0	1	0	40.0
2888	4215	18	0	1	0	40.0
2889	4215	19	0	1	0	40.0
2890	4216	12	0	0	0	40.0
2891	4216	13	0	0	0	40.0
2892	4216	14	1	0	0	40.0
2893	4217	15	0	1	0	40.0
2894	4217	16	0	1	0	40.0
2895	4217	17	0	1	0	40.0
2896	4217	18	0	1	0	40.0
2897	4217	19	0	1	0	40.0
2898	4217	20	0	1	0	40.0
2899	4217	21	0	1	0	40.0
2900	4217	22	0	1	0	40.0
2901	4225	13	0	1	0	11.0
2902	4225	14	0	1	0	11.0
2903	4225	15	0	1	0	11.0
2904	4225	16	0	1	0	11.0
2905	4225	17	0	1	0	11.0
2906	4225	18	0	1	0	11.0
2907	4225	19	0	1	0	11.0
2908	4225	20	0	1	0	11.0
2909	4226	13	0	0	0	11.0
2910	4226	14	0	0	0	11.0
2911	4226	15	0	0	0	11.0
2912	4226	16	0	0	0	11.0
2913	4226	17	0	0	0	11.0
2914	4226	18	0	0	0	11.0
2915	4226	19	1	0	0	11.0
2916	4228	13	0	1	0	11.0
2917	4228	14	0	1	0	11.0
2918	4228	15	0	1	0	11.0
2919	4228	16	0	1	0	11.0
2920	4228	17	0	1	0	11.0
2921	4228	18	0	1	0	11.0
2922	4228	19	0	1	0	11.0
2923	4228	20	0	1	0	11.0
2924	4229	12	0	1	0	11.0
2925	4229	13	0	1	0	11.0
2926	4229	14	0	1	0	11.0
2927	4229	15	0	1	0	11.0
2928	4229	16	0	1	0	11.0
2929	4229	17	0	1	0	11.0
2930	4229	18	0	1	0	11.0
2931	4229	19	0	1	0	11.0
2932	4230	13	0	1	0	11.0
2933	4230	14	0	1	0	11.0
2934	4230	15	0	1	0	11.0
2935	4230	16	0	1	0	11.0
2936	4230	17	0	1	0	11.0
2937	4230	18	0	1	0	11.0
2938	4230	19	0	1	0	11.0
2939	4230	20	0	1	0	11.0
2940	4230	21	0	1	0	11.0
2941	4231	15	0	0	0	11.0
2942	4231	16	0	0	0	11.0
2943	4231	17	1	0	0	11.0
2944	4232	13	0	0	0	11.0
2945	4232	14	0	0	0	11.0
2946	4232	15	1	0	0	11.0
2947	4244	14	0	0	1	30.0
2948	4244	15	0	0	1	30.0
2949	4244	16	0	0	1	30.0
2950	4244	17	0	0	1	30.0
2951	4244	18	0	0	1	30.0
2952	4244	19	1	0	1	30.0
2953	4245	12	0	1	1	30.0
2954	4245	13	0	1	1	30.0
2955	4245	14	0	1	1	30.0
2956	4245	15	0	1	1	30.0
2957	4245	16	0	1	1	30.0
2958	4245	17	0	1	1	30.0
2959	4245	18	0	1	1	30.0
2960	4245	19	0	1	1	30.0
2961	4251	14	0	1	0	48.0
2962	4251	15	0	1	0	48.0
2963	4251	16	0	1	0	48.0
2964	4251	17	0	1	0	48.0
2965	4251	18	0	1	0	48.0
2966	4251	19	0	1	0	48.0
2967	4251	20	0	1	0	48.0
2968	4251	21	0	1	0	48.0
2969	4252	13	0	1	0	48.0
2970	4252	14	0	1	0	48.0
2971	4252	15	0	1	0	48.0
2972	4252	16	0	1	0	48.0
2973	4252	17	0	1	0	48.0
2974	4252	18	0	1	0	48.0
2975	4252	19	0	1	0	48.0
2976	4252	20	0	1	0	48.0
2977	4253	13	0	1	0	48.0
2978	4253	14	0	1	0	48.0
2979	4253	15	0	1	0	48.0
2980	4253	16	0	1	0	48.0
2981	4253	17	0	1	0	48.0
2982	4253	18	0	1	0	48.0
2983	4253	19	0	1	0	48.0
2984	4253	20	0	1	0	48.0
2985	4253	21	0	1	0	48.0
2986	4258	14	0	1	0	48.0
2987	4258	15	0	1	0	48.0
2988	4258	16	0	1	0	48.0
2989	4258	17	0	1	0	48.0
2990	4258	18	0	1	0	48.0
2991	4258	19	0	1	0	48.0
2992	4258	20	0	1	0	48.0
2993	4258	21	0	1	0	48.0
2994	4259	14	0	0	0	48.0
2995	4259	15	0	0	0	48.0
2996	4259	16	0	0	0	48.0
2997	4259	17	0	0	0	48.0
2998	4259	18	0	0	0	48.0
2999	4259	19	0	0	0	48.0
3000	4259	20	0	0	0	48.0
3001	4259	21	1	0	0	48.0
3002	4260	13	0	1	0	48.0
3003	4260	14	0	1	0	48.0
3004	4260	15	0	1	0	48.0
3005	4260	16	0	1	0	48.0
3006	4260	17	0	1	0	48.0
3007	4260	18	0	1	0	48.0
3008	4260	19	0	1	0	48.0
3009	4260	20	0	1	0	48.0
3010	4262	12	0	1	0	48.0
3011	4262	13	0	1	0	48.0
3012	4262	14	0	1	0	48.0
3013	4262	15	0	1	0	48.0
3014	4262	16	0	1	0	48.0
3015	4262	17	0	1	0	48.0
3016	4262	18	0	1	0	48.0
3017	4262	19	0	1	0	48.0
3018	4263	12	0	0	0	48.0
3019	4263	13	0	0	0	48.0
3020	4263	14	0	0	0	48.0
3021	4263	15	0	0	0	48.0
3022	4263	16	0	0	0	48.0
3023	4263	17	0	0	0	48.0
3024	4263	18	0	0	0	48.0
3025	4263	19	1	0	0	48.0
3026	4264	12	0	0	0	9.0
3027	4264	13	0	0	0	9.0
3028	4264	14	0	0	0	9.0
3029	4264	15	1	0	0	9.0
3030	4265	12	0	0	0	9.0
3031	4265	13	0	0	0	9.0
3032	4265	14	0	0	0	9.0
3033	4265	15	1	0	0	9.0
3034	4266	12	0	0	0	9.0
3035	4266	13	0	0	0	9.0
3036	4266	14	0	0	0	9.0
3037	4266	15	0	0	0	9.0
3038	4266	16	1	0	0	9.0
3039	4267	12	0	1	0	9.0
3040	4267	13	0	1	0	9.0
3041	4267	14	0	1	0	9.0
3042	4267	15	0	1	0	9.0
3043	4267	16	0	1	0	9.0
3044	4267	17	0	1	0	9.0
3045	4267	18	0	1	0	9.0
3046	4267	19	0	1	0	9.0
3047	4268	12	0	1	0	9.0
3048	4268	13	0	1	0	9.0
3049	4268	14	0	1	0	9.0
3050	4268	15	0	1	0	9.0
3051	4268	16	0	1	0	9.0
3052	4268	17	0	1	0	9.0
3053	4268	18	0	1	0	9.0
3054	4269	13	0	1	0	9.0
3055	4269	14	0	1	0	9.0
3056	4269	15	0	1	0	9.0
3057	4269	16	0	1	0	9.0
3058	4269	17	0	1	0	9.0
3059	4269	18	0	1	0	9.0
3060	4269	19	0	1	0	9.0
3061	4269	20	0	1	0	9.0
3062	4269	21	0	1	0	9.0
3063	4270	12	0	1	0	9.0
3064	4270	13	0	1	0	9.0
3065	4270	14	0	1	0	9.0
3066	4270	15	0	1	0	9.0
3067	4270	16	0	1	0	9.0
3068	4270	17	0	1	0	9.0
3069	4270	18	0	1	0	9.0
3070	4270	19	0	1	0	9.0
3071	4277	12	0	1	1	28.0
3072	4277	13	0	1	1	28.0
3073	4277	14	0	1	1	28.0
3074	4277	15	0	1	1	28.0
3075	4277	16	0	1	1	28.0
3076	4277	17	0	1	1	28.0
3077	4277	18	0	1	1	28.0
3078	4277	19	0	1	1	28.0
3079	4278	12	0	0	1	28.0
3080	4278	13	0	0	1	28.0
3081	4278	14	0	0	1	28.0
3082	4278	15	0	0	1	28.0
3083	4278	16	1	0	1	28.0
3084	4280	12	0	0	1	28.0
3085	4280	13	0	0	1	28.0
3086	4280	14	0	0	1	28.0
3087	4280	15	0	0	1	28.0
3088	4280	16	0	0	1	28.0
3089	4280	17	1	0	1	28.0
3090	4281	13	0	0	1	28.0
3091	4281	14	0	0	1	28.0
3092	4281	15	0	0	1	28.0
3093	4281	16	0	0	1	28.0
3094	4281	17	1	0	1	28.0
3095	4282	12	0	1	1	28.0
3096	4282	13	0	1	1	28.0
3097	4282	14	0	1	1	28.0
3098	4282	15	0	1	1	28.0
3099	4282	16	0	1	1	28.0
3100	4282	17	0	1	1	28.0
3101	4282	18	0	1	1	28.0
3102	4282	19	0	1	1	28.0
3103	4283	13	0	0	1	28.0
3104	4283	14	0	0	1	28.0
3105	4283	15	0	0	1	28.0
3106	4283	16	0	0	1	28.0
3107	4283	17	1	0	1	28.0
3108	4284	12	0	1	1	28.0
3109	4284	13	0	1	1	28.0
3110	4284	14	0	1	1	28.0
3111	4284	15	0	1	1	28.0
3112	4284	16	0	1	1	28.0
3113	4284	17	0	1	1	28.0
3114	4284	18	0	1	1	28.0
3115	4284	19	0	1	1	28.0
3116	4285	12	0	1	1	28.0
3117	4285	13	0	1	1	28.0
3118	4285	14	0	1	1	28.0
3119	4285	15	0	1	1	28.0
3120	4285	16	0	1	1	28.0
3121	4285	17	0	1	1	28.0
3122	4285	18	0	1	1	28.0
3123	4285	19	0	1	1	28.0
3124	4295	14	0	1	1	42.0
3125	4295	15	0	1	1	42.0
3126	4295	16	0	1	1	42.0
3127	4295	17	0	1	1	42.0
3128	4295	18	0	1	1	42.0
3129	4295	19	0	1	1	42.0
3130	4295	20	0	1	1	42.0
3131	4295	21	0	1	1	42.0
3132	4296	13	0	0	1	42.0
3133	4296	14	1	0	1	42.0
3134	4298	13	0	1	1	42.0
3135	4298	14	0	1	1	42.0
3136	4298	15	0	1	1	42.0
3137	4298	16	0	1	1	42.0
3138	4298	17	0	1	1	42.0
3139	4298	18	0	1	1	42.0
3140	4298	19	0	1	1	42.0
3141	4298	20	0	1	1	42.0
3142	4298	21	0	1	1	42.0
3143	4299	12	0	0	1	42.0
3144	4299	13	0	0	1	42.0
3145	4299	14	0	0	1	42.0
3146	4299	15	0	0	1	42.0
3147	4299	16	0	0	1	42.0
3148	4299	17	0	0	1	42.0
3149	4299	18	0	0	1	42.0
3150	4299	19	1	0	1	42.0
3151	4300	12	0	1	1	42.0
3152	4300	13	0	1	1	42.0
3153	4300	14	0	1	1	42.0
3154	4300	15	0	1	1	42.0
3155	4300	16	0	1	1	42.0
3156	4300	17	0	1	1	42.0
3157	4300	18	0	1	1	42.0
3158	4300	19	0	1	1	42.0
3159	4300	20	0	1	1	42.0
3160	4301	12	0	1	1	42.0
3161	4301	13	0	1	1	42.0
3162	4301	14	0	1	1	42.0
3163	4301	15	0	1	1	42.0
3164	4301	16	0	1	1	42.0
3165	4301	17	0	1	1	42.0
3166	4301	18	0	1	1	42.0
3167	4301	19	0	1	1	42.0
3168	4303	12	0	1	1	42.0
3169	4303	13	0	1	1	42.0
3170	4303	14	0	1	1	42.0
3171	4303	15	0	1	1	42.0
3172	4303	16	0	1	1	42.0
3173	4303	17	0	1	1	42.0
3174	4303	18	0	1	1	42.0
3175	4303	19	0	1	1	42.0
3176	4309	12	0	1	1	48.0
3177	4309	13	0	1	1	48.0
3178	4309	14	0	1	1	48.0
3179	4309	15	0	1	1	48.0
3180	4309	16	0	1	1	48.0
3181	4309	17	0	1	1	48.0
3182	4309	18	0	1	1	48.0
3183	4309	19	0	1	1	48.0
3184	4310	16	0	0	1	48.0
3185	4310	17	0	0	1	48.0
3186	4310	18	0	0	1	48.0
3187	4310	19	0	0	1	48.0
3188	4310	20	0	0	1	48.0
3189	4310	21	1	0	1	48.0
3190	4311	16	0	0	1	48.0
3191	4311	17	1	0	1	48.0
3192	4312	13	0	1	1	48.0
3193	4312	14	0	1	1	48.0
3194	4312	15	0	1	1	48.0
3195	4312	16	0	1	1	48.0
3196	4312	17	0	1	1	48.0
3197	4312	18	0	1	1	48.0
3198	4312	19	0	1	1	48.0
3199	4312	20	0	1	1	48.0
3200	4312	21	0	1	1	48.0
3201	4313	12	0	0	1	48.0
3202	4313	13	0	0	1	48.0
3203	4313	14	0	0	1	48.0
3204	4313	15	0	0	1	48.0
3205	4313	16	0	0	1	48.0
3206	4313	17	1	0	1	48.0
3207	4315	16	0	1	1	48.0
3208	4315	17	0	1	1	48.0
3209	4315	18	0	1	1	48.0
3210	4315	19	0	1	1	48.0
3211	4315	20	0	1	1	48.0
3212	4315	21	0	1	1	48.0
3213	4315	22	0	1	1	48.0
3214	4315	23	0	1	1	48.0
3215	4316	14	0	0	1	48.0
3216	4316	15	0	0	1	48.0
3217	4316	16	0	0	1	48.0
3218	4316	17	1	0	1	48.0
3219	4317	12	0	1	1	48.0
3220	4317	13	0	1	1	48.0
3221	4317	14	0	1	1	48.0
3222	4317	15	0	1	1	48.0
3223	4317	16	0	1	1	48.0
3224	4317	17	0	1	1	48.0
3225	4317	18	0	1	1	48.0
3226	4317	19	0	1	1	48.0
3227	4325	12	0	1	1	48.0
3228	4325	13	0	1	1	48.0
3229	4325	14	0	1	1	48.0
3230	4325	15	0	1	1	48.0
3231	4325	16	0	1	1	48.0
3232	4325	17	0	1	1	48.0
3233	4325	18	0	1	1	48.0
3234	4325	19	0	1	1	48.0
3235	4325	20	0	1	1	48.0
3236	4330	14	0	0	1	27.0
3237	4330	15	0	0	1	27.0
3238	4330	16	1	0	1	27.0
3239	4331	13	0	0	1	27.0
3240	4331	14	0	0	1	27.0
3241	4331	15	0	0	1	27.0
3242	4331	16	1	0	1	27.0
3243	4332	12	0	1	1	27.0
3244	4332	13	0	1	1	27.0
3245	4332	14	0	1	1	27.0
3246	4332	15	0	1	1	27.0
3247	4332	16	0	1	1	27.0
3248	4332	17	0	1	1	27.0
3249	4332	18	0	1	1	27.0
3250	4332	19	0	1	1	27.0
3251	4332	20	0	1	1	27.0
3252	4333	14	0	0	1	27.0
3253	4333	15	1	0	1	27.0
3254	4337	12	0	1	1	27.0
3255	4337	13	0	1	1	27.0
3256	4337	14	0	1	1	27.0
3257	4337	15	0	1	1	27.0
3258	4337	16	0	1	1	27.0
3259	4337	17	0	1	1	27.0
3260	4337	18	0	1	1	27.0
3261	4337	19	0	1	1	27.0
3262	4340	14	0	0	0	12.0
3263	4340	15	0	0	0	12.0
3264	4340	16	0	0	0	12.0
3265	4340	17	0	0	0	12.0
3266	4340	18	1	0	0	12.0
3267	4341	15	0	0	0	12.0
3268	4341	16	1	0	0	12.0
3269	4342	12	0	0	0	12.0
3270	4342	13	0	0	0	12.0
3271	4342	14	0	0	0	12.0
3272	4342	15	0	0	0	12.0
3273	4342	16	1	0	0	12.0
3274	4343	14	0	0	0	12.0
3275	4343	15	0	0	0	12.0
3276	4343	16	1	0	0	12.0
3277	4344	14	0	0	0	12.0
3278	4344	15	1	0	0	12.0
3279	4345	12	0	1	0	12.0
3280	4345	13	0	1	0	12.0
3281	4345	14	0	1	0	12.0
3282	4345	15	0	1	0	12.0
3283	4345	16	0	1	0	12.0
3284	4345	17	0	1	0	12.0
3285	4345	18	0	1	0	12.0
3286	4345	19	0	1	0	12.0
3287	4353	12	0	0	0	19.0
3288	4353	13	0	0	0	19.0
3289	4353	14	0	0	0	19.0
3290	4353	15	1	0	0	19.0
